ts_unix_ms,t_since_submit_s,inside_request_window,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1774778631919,-0.127000,0,0.000651,0.000233,0.000884,5.047522,0.039331,5.086854,68.825684,0.000000,0.000000
1774778631961,-0.085000,0,0.000278,0.000278,0.000557,5.047534,0.039343,5.086877,68.825684,0.000000,0.000000
1774778632004,-0.042000,0,0.000278,0.000278,0.000557,5.047546,0.039355,5.086901,68.825684,0.000000,0.100000
1774778632046,0.000000,1,0.000278,0.000233,0.000511,5.047558,0.039365,5.086922,68.825684,0.000000,0.200000
1774778632088,0.042000,1,0.000278,0.002467,0.002746,5.047571,0.039485,5.087057,68.825684,0.000000,0.200000
1774778632137,0.091000,1,0.000651,0.000278,0.000930,5.047600,0.039498,5.087098,68.825684,0.000000,0.200000
1774778632181,0.135000,1,0.000278,0.000233,0.000511,5.047612,0.039507,5.087119,68.825684,0.000000,0.000000
1774778632224,0.178000,1,0.001908,0.000278,0.002187,5.047693,0.039519,5.087212,68.825684,0.000000,0.100000
1774778632266,0.220000,1,0.000278,0.000233,0.000511,5.047705,0.039529,5.087234,68.825684,0.000000,0.000000
1774778632308,0.262000,1,0.329595,29.655033,29.984628,5.062631,1.382564,6.445195,68.825684,0.000000,0.300000
1774778632353,0.307000,1,3.146892,27.941400,31.088291,5.203192,2.630605,7.833797,68.825684,0.000000,0.200000
1774778632398,0.352000,1,3.188662,35.529723,38.718385,5.363895,4.421246,9.785141,68.825684,0.000000,0.400000
1774778632448,0.402000,1,1.789396,0.016856,1.806252,5.445437,4.422014,9.867451,68.825684,0.000000,0.300000
1774778632494,0.448000,1,0.004889,0.032503,0.037392,5.445645,4.423395,9.869040,68.825684,0.000000,0.400000
1774778632536,0.490000,1,0.009545,0.027659,0.037205,5.446056,4.424587,9.870643,68.825684,0.000000,0.400000
1774778632580,0.534000,1,0.009173,0.027101,0.036274,5.446447,4.425742,9.872190,68.825684,0.000000,0.300000
1774778632622,0.576000,1,0.010291,0.026123,0.036414,5.446893,4.426874,9.873767,68.825684,73.000000,0.400000
1774778632666,0.620000,1,0.009266,0.026588,0.035854,5.447289,4.428010,9.875299,68.825684,73.000000,0.300000
1774778632708,0.662000,1,0.005122,0.005774,0.010896,5.447506,4.428254,9.875760,68.825684,73.000000,0.100000
1774778632751,0.705000,1,0.001443,0.007823,0.009266,5.447567,4.428586,9.876153,68.825684,73.000000,0.200000
