ts_unix_ms,t_ms,pcie_link_gen,pcie_link_width,pcie_link_ref_GiB_s,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_util_pct,pcie_rx_util_pct,pcie_total_util_pct,pcie_tx_peak_util_pct,pcie_rx_peak_util_pct,pcie_total_peak_util_pct,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,util_gpu_pct,util_mem_pct,gpu_mem_used_GiB,gpu_mem_total_GiB,gpu_mem_used_pct,sm_clock_mhz,mem_clock_mhz,power_w,cpu_util_pct,cpu_mem_used_GiB,cpu_mem_avail_GiB,cpu_mem_used_pct
1774765005547,0,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.001,0.001,0.002,0.000000,0.000000,0.000000,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.000,45.678425,205.735374,18.200
1774765005647,100,4,16,29.340386,0.000605,0.000233,0.000837,0.002,0.001,0.003,0.002,0.001,0.003,0.000060,0.000023,0.000083,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.100,45.678169,205.735630,18.200
1774765005747,200,4,16,29.340386,0.003678,0.004703,0.008381,0.013,0.016,0.029,0.013,0.016,0.029,0.000430,0.000496,0.000927,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.100,45.683075,205.730724,18.200
1774765005847,300,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.013,0.016,0.029,0.000458,0.000524,0.000982,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.300,45.685078,205.728722,18.200
1774765005947,400,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.000486,0.000547,0.001034,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.100,45.682549,205.731251,18.200
1774765006047,500,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.013,0.016,0.029,0.000514,0.000575,0.001089,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.100,45.682274,205.731525,18.200
1774765006147,600,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.000542,0.000598,0.001140,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.000,45.681831,205.731968,18.200
1774765006247,700,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.013,0.016,0.029,0.000569,0.000626,0.001196,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.000,45.682072,205.731728,18.200
1774765006347,800,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.000597,0.000649,0.001247,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.000,45.682072,205.731728,18.200
1774765006447,900,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.000625,0.000673,0.001298,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.000,45.682072,205.731728,18.200
1774765006547,1000,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.013,0.016,0.029,0.000653,0.000701,0.001354,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.600,45.718197,205.695602,18.200
1774765006647,1100,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.000681,0.000724,0.001405,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,1.700,45.717148,205.696651,18.200
1774765006747,1200,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.000709,0.000747,0.001456,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,16.700,45.806976,205.606823,18.200
1774765006847,1300,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.000736,0.000770,0.001507,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,1.200,45.866501,205.547298,18.200
1774765006947,1400,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.000765,0.000794,0.001558,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,45.897053,205.516747,18.300
1774765007047,1500,4,16,29.340386,0.000837,0.004144,0.004981,0.003,0.014,0.017,0.013,0.016,0.029,0.000848,0.001209,0.002057,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,45.924065,205.489735,18.300
1774765007147,1600,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.000876,0.001232,0.002108,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,45.929932,205.483868,18.300
1774765007247,1700,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.000904,0.001255,0.002159,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,45.946278,205.467522,18.300
1774765007347,1800,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.000932,0.001279,0.002210,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.600,45.969349,205.444450,18.300
1774765007447,1900,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.013,0.016,0.029,0.000960,0.001306,0.002266,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,45.958397,205.455402,18.300
1774765007547,2000,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.013,0.016,0.029,0.000987,0.001334,0.002322,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,45.968491,205.445309,18.300
1774765007647,2100,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.001015,0.001358,0.002373,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,45.983631,205.430168,18.300
1774765007747,2200,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.016,0.029,0.001043,0.001381,0.002424,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.600,45.988438,205.425362,18.300
1774765007847,2300,4,16,29.340386,0.001396,0.007915,0.009312,0.005,0.027,0.032,0.013,0.027,0.032,0.001183,0.002173,0.003356,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.600,45.992336,205.421463,18.300
1774765007947,2400,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.027,0.032,0.001211,0.002196,0.003407,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.007393,205.406406,18.300
1774765008047,2500,4,16,29.340386,0.000325,0.000278,0.000604,0.001,0.001,0.002,0.013,0.027,0.032,0.001243,0.002224,0.003467,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.400,46.026344,205.387455,18.300
1774765008147,2600,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.013,0.027,0.032,0.001271,0.002252,0.003523,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.014282,205.399517,18.300
1774765008247,2700,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.027,0.032,0.001299,0.002275,0.003574,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.014282,205.399517,18.300
1774765008347,2800,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.027,0.032,0.001327,0.002298,0.003625,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.021973,205.391827,18.300
1774765008447,2900,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.027,0.032,0.001354,0.002321,0.003676,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.021732,205.392067,18.300
1774765008547,3000,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.013,0.027,0.032,0.001382,0.002349,0.003732,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.022190,205.391609,18.300
1774765008647,3100,4,16,29.340386,0.000325,0.000233,0.000558,0.001,0.001,0.002,0.013,0.027,0.032,0.001415,0.002373,0.003788,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.022190,205.391609,18.300
1774765008747,3200,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.013,0.027,0.032,0.001443,0.002400,0.003843,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.025795,205.388004,18.300
1774765008847,3300,4,16,29.340386,0.000605,0.005308,0.005913,0.002,0.018,0.020,0.013,0.027,0.032,0.001503,0.002932,0.004435,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.032269,205.381531,18.300
1774765008947,3400,4,16,29.340386,0.000325,0.000233,0.000558,0.001,0.001,0.002,0.013,0.027,0.032,0.001536,0.002955,0.004491,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.041622,205.372177,18.300
1774765009047,3500,4,16,29.340386,0.000558,0.000233,0.000791,0.002,0.001,0.003,0.013,0.027,0.032,0.001592,0.002979,0.004571,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.049404,205.364395,18.300
1774765009147,3600,4,16,29.340386,0.000837,0.004004,0.004842,0.003,0.014,0.017,0.013,0.027,0.032,0.001675,0.003378,0.005054,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.048565,205.365234,18.300
1774765009247,3700,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.027,0.032,0.001703,0.003402,0.005105,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.000,46.048687,205.365112,18.300
1774765009347,3800,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.013,0.027,0.032,0.001731,0.003429,0.005160,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.100,46.048450,205.365349,18.300
1774765009447,3900,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.013,0.027,0.032,0.001759,0.003457,0.005216,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.058029,205.355770,18.300
1774765009547,4000,4,16,29.340386,0.000233,0.000278,0.000511,0.001,0.001,0.002,0.013,0.027,0.032,0.001782,0.003485,0.005267,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.058277,205.355522,18.300
1774765009647,4100,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.027,0.032,0.001810,0.003508,0.005318,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.058277,205.355522,18.300
1774765009747,4200,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.027,0.032,0.001838,0.003532,0.005369,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.057281,205.356518,18.300
1774765009847,4300,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.013,0.027,0.032,0.001866,0.003555,0.005420,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.057281,205.356518,18.300
1774765009947,4400,4,16,29.340386,0.005261,0.004051,0.009313,0.018,0.014,0.032,0.018,0.027,0.032,0.002398,0.003964,0.006362,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.400,46.087624,205.326176,18.300
1774765010047,4500,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.018,0.027,0.032,0.002425,0.003992,0.006417,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.600,46.150349,205.263451,18.400
1774765010147,4600,4,16,29.340386,0.000278,0.002747,0.003025,0.001,0.009,0.010,0.018,0.027,0.032,0.002453,0.004267,0.006720,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.400,46.185909,205.227890,18.400
1774765010247,4700,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.002481,0.004290,0.006771,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.200,46.186150,205.227650,18.400
1774765010347,4800,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.002509,0.004313,0.006822,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.000,46.186195,205.227604,18.400
1774765010447,4900,4,16,29.340386,0.000325,0.000233,0.000558,0.001,0.001,0.002,0.018,0.027,0.032,0.002541,0.004337,0.006878,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.000,46.185799,205.228001,18.400
1774765010547,5000,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.002569,0.004360,0.006929,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.900,46.203468,205.210331,18.400
1774765010647,5100,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.018,0.027,0.032,0.002597,0.004388,0.006985,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.203228,205.210571,18.400
1774765010747,5200,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.002625,0.004411,0.007036,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.400,46.205631,205.208168,18.400
1774765010847,5300,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.002653,0.004434,0.007087,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.500,46.208172,205.205627,18.400
1774765010947,5400,4,16,29.340386,0.000325,0.005215,0.005540,0.001,0.018,0.019,0.018,0.027,0.032,0.002685,0.004956,0.007641,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.400,46.206680,205.207119,18.400
1774765011047,5500,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.002713,0.004979,0.007692,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.206680,205.207119,18.400
1774765011147,5600,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.002741,0.005002,0.007743,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.206322,205.207478,18.400
1774765011247,5700,4,16,29.340386,0.000837,0.003538,0.004375,0.003,0.012,0.015,0.018,0.027,0.032,0.002825,0.005359,0.008184,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.206322,205.207478,18.400
1774765011347,5800,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.002853,0.005382,0.008235,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.206089,205.207710,18.400
1774765011447,5900,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.002881,0.005405,0.008286,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.206089,205.207710,18.400
1774765011547,6000,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.002909,0.005428,0.008337,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.206303,205.207497,18.400
1774765011647,6100,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.002936,0.005452,0.008388,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.400,46.209084,205.204716,18.400
1774765011747,6200,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.002964,0.005475,0.008439,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.600,46.206562,205.207237,18.400
1774765011847,6300,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.018,0.027,0.032,0.002992,0.005503,0.008495,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.400,46.199417,205.214382,18.400
1774765011947,6400,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.018,0.027,0.032,0.003020,0.005526,0.008546,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.400,46.199253,205.214546,18.400
1774765012047,6500,4,16,29.340386,0.008986,0.000233,0.009219,0.031,0.001,0.031,0.031,0.027,0.032,0.003920,0.005549,0.009469,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.198895,205.214905,18.400
1774765012147,6600,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.003948,0.005572,0.009520,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.198902,205.214897,18.400
1774765012247,6700,4,16,29.340386,0.000278,0.002747,0.003025,0.001,0.009,0.010,0.031,0.027,0.032,0.003976,0.005848,0.009824,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.198902,205.214897,18.400
1774765012347,6800,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.031,0.027,0.032,0.004003,0.005876,0.009879,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.198353,205.215446,18.400
1774765012447,6900,4,16,29.340386,0.000605,0.000233,0.000837,0.002,0.001,0.003,0.031,0.027,0.032,0.004064,0.005899,0.009963,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.198353,205.215446,18.400
1774765012547,7000,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.004092,0.005923,0.010015,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.198353,205.215446,18.400
1774765012647,7100,4,16,29.340386,0.000558,0.000278,0.000836,0.002,0.001,0.003,0.031,0.027,0.032,0.004147,0.005951,0.010098,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.198803,205.214996,18.400
1774765012747,7200,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.004175,0.005974,0.010149,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.500,46.201054,205.212746,18.400
1774765012847,7300,4,16,29.340386,0.000325,0.000278,0.000604,0.001,0.001,0.002,0.031,0.027,0.032,0.004208,0.006002,0.010210,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.900,46.220245,205.193554,18.400
1774765012947,7400,4,16,29.340386,0.000325,0.000233,0.000558,0.001,0.001,0.002,0.031,0.027,0.032,0.004240,0.006025,0.010265,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.207142,205.206657,18.400
1774765013047,7500,4,16,29.340386,0.005960,0.001257,0.007217,0.020,0.004,0.025,0.031,0.027,0.032,0.004840,0.006151,0.010992,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.207375,205.206425,18.400
1774765013147,7600,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.004868,0.006175,0.011042,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.207375,205.206425,18.400
1774765013247,7700,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.031,0.027,0.032,0.004896,0.006203,0.011099,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.206371,205.207428,18.400
1774765013347,7800,4,16,29.340386,0.004656,0.000278,0.004934,0.016,0.001,0.017,0.031,0.027,0.032,0.005358,0.006230,0.011589,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.206371,205.207428,18.400
1774765013447,7900,4,16,29.340386,0.000605,0.000233,0.000837,0.002,0.001,0.003,0.031,0.027,0.032,0.005419,0.006254,0.011672,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.206371,205.207428,18.400
1774765013547,8000,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.005447,0.006277,0.011724,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.212082,205.201717,18.400
1774765013647,8100,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.005475,0.006300,0.011775,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.400,46.209557,205.204243,18.400
1774765013747,8200,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.005502,0.006323,0.011826,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.209557,205.204243,18.400
1774765013847,8300,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.005530,0.006347,0.011877,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.209652,205.204147,18.400
1774765013947,8400,4,16,29.340386,0.000325,0.000233,0.000558,0.001,0.001,0.002,0.031,0.027,0.032,0.005563,0.006370,0.011933,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.209652,205.204147,18.400
1774765014047,8500,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.031,0.027,0.032,0.005591,0.006398,0.011988,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.209660,205.204140,18.400
1774765014147,8600,4,16,29.340386,0.008428,0.000233,0.008660,0.029,0.001,0.030,0.031,0.027,0.032,0.006431,0.006421,0.012852,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.209400,205.204399,18.400
1774765014247,8700,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.031,0.027,0.032,0.006459,0.006449,0.012908,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.208485,205.205315,18.400
1774765014347,8800,4,16,29.340386,0.003119,0.000745,0.003864,0.011,0.003,0.013,0.031,0.027,0.032,0.006770,0.006523,0.013293,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.300,46.208244,205.205555,18.400
1774765014447,8900,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.031,0.027,0.032,0.006798,0.006551,0.013349,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.208252,205.205547,18.400
1774765014547,9000,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.006825,0.006574,0.013400,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.300,46.208492,205.205307,18.400
1774765014647,9100,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.006853,0.006598,0.013451,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.208683,205.205116,18.400
1774765014747,9200,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.006881,0.006621,0.013502,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.300,46.208683,205.205116,18.400
1774765014847,9300,4,16,29.340386,0.000325,0.000278,0.000604,0.001,0.001,0.002,0.031,0.027,0.032,0.006914,0.006649,0.013563,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.208492,205.205307,18.400
1774765014947,9400,4,16,29.340386,0.000325,0.000233,0.000558,0.001,0.001,0.002,0.031,0.027,0.032,0.006946,0.006672,0.013618,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.300,46.208576,205.205223,18.400
1774765015047,9500,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.031,0.027,0.032,0.006974,0.006700,0.013674,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.208809,205.204990,18.400
1774765015147,9600,4,16,29.340386,0.005960,0.001257,0.007217,0.020,0.004,0.025,0.031,0.027,0.032,0.007568,0.006825,0.014393,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.300,46.208809,205.204990,18.400
1774765015247,9700,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.007596,0.006849,0.014444,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.300,46.207947,205.205853,18.400
1774765015347,9800,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.007623,0.006872,0.014495,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.300,46.207706,205.206093,18.400
1774765015447,9900,4,16,29.340386,0.004703,0.000233,0.004935,0.016,0.001,0.017,0.031,0.027,0.032,0.008096,0.006895,0.014991,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.207706,205.206093,18.400
1774765015547,10000,4,16,29.340386,0.000278,0.000233,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.008123,0.006918,0.015042,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.300,46.207226,205.206573,18.400
1774765015647,10100,4,16,29.340386,0.000558,0.000233,0.000791,0.002,0.001,0.003,0.031,0.027,0.032,0.008179,0.006942,0.015121,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.207188,205.206612,18.400
1774765015747,10200,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.031,0.027,0.032,0.008207,0.006969,0.015176,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.208122,205.205677,18.400
1774765015847,10300,4,16,29.340386,0.000605,0.000278,0.000883,0.002,0.001,0.003,0.031,0.027,0.032,0.008268,0.006997,0.015265,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.500,46.210659,205.203140,18.400
1774765015947,10400,4,16,29.340386,0.000325,0.000233,0.000558,0.001,0.001,0.002,0.031,0.027,0.032,0.008300,0.007021,0.015321,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.400,46.194973,205.218826,18.400
1774765016047,10500,4,16,29.340386,0.000605,0.000278,0.000883,0.002,0.001,0.003,0.031,0.027,0.032,0.008361,0.007048,0.015409,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.781,0.300,46.194489,205.219311,18.400
1774765016147,10600,4,16,29.340386,0.000233,0.000278,0.000511,0.001,0.001,0.002,0.031,0.027,0.032,0.008384,0.007076,0.015460,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.300,46.194489,205.219311,18.400
1774765016247,10700,4,16,29.340386,0.000278,0.000278,0.000557,0.001,0.001,0.002,0.031,0.027,0.032,0.008412,0.007104,0.015516,0.000,0.000,68.581543,80.000000,85.727,1155.000,1593.000,46.354,0.400,46.192635,205.221165,18.400
