ts_unix_ms,t_since_submit_s,inside_request_window,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1774778640964,2.396000,0,0.000278,0.000233,0.000511,7.039790,16.293347,23.333136,68.825684,0.000000,0.100000
1774778641006,2.438000,0,0.000278,0.000325,0.000604,7.039801,16.293360,23.333162,68.825684,0.000000,0.000000
1774778641048,2.480000,0,1.803692,27.529289,29.332981,7.118703,17.497609,24.616311,68.825684,0.000000,0.400000
1774778641092,2.524000,0,3.373250,35.758922,39.132172,7.296019,19.377288,26.673307,68.825684,0.000000,0.300000
1774778641146,2.578000,0,3.457069,27.972692,31.429762,7.475833,20.832249,28.308082,68.825684,0.000000,0.500000
1774778641196,2.628000,0,0.276044,0.015553,0.291596,7.487721,20.832918,28.320639,68.825684,0.000000,0.200000
1774778641239,2.671000,0,1.482059,0.026217,1.508276,7.550571,20.834030,28.384602,68.825684,35.000000,0.500000
1774778641282,2.714000,0,0.009033,0.026217,0.035250,7.550955,20.835144,28.386099,68.825684,35.000000,0.200000
1774778641324,2.756000,0,0.009871,0.026030,0.035901,7.551398,20.836311,28.387709,68.825684,35.000000,0.300000
1774778641369,2.801000,0,0.009033,0.026915,0.035948,7.551781,20.837453,28.389234,68.825684,35.000000,0.600000
1774778641412,2.844000,0,0.009033,0.027055,0.036088,7.552166,20.838607,28.390773,68.825684,98.000000,0.600000
1774778641454,2.886000,0,0.004097,0.000233,0.004330,7.552339,20.838617,28.390956,68.825684,98.000000,0.400000
1774778641496,2.928000,0,0.000278,0.000278,0.000557,7.552351,20.838628,28.390979,68.825684,98.000000,0.300000
1774778641538,2.970000,0,0.000698,0.000233,0.000931,7.552381,20.838638,28.391019,68.825684,98.000000,0.400000
1774778641581,3.013000,0,0.000278,0.000233,0.000511,7.552392,20.838648,28.391040,68.825684,98.000000,0.000000
1774778641623,3.055000,0,0.000512,0.000278,0.000791,7.552414,20.838660,28.391074,68.825684,66.000000,0.100000
1774778641666,3.098000,0,0.000278,0.000233,0.000511,7.552426,20.838670,28.391096,68.825684,66.000000,0.100000
1774778641708,3.140000,0,0.000278,0.000325,0.000604,7.552438,20.838683,28.391121,68.825684,66.000000,0.000000
1774778641750,3.182000,0,0.000278,0.000233,0.000511,7.552450,20.838693,28.391143,68.825684,66.000000,0.000000
1774778641793,3.225000,0,0.000278,0.000278,0.000557,7.552461,20.838705,28.391166,68.825684,66.000000,0.100000
1774778641835,3.267000,0,0.000651,0.000233,0.000884,7.552489,20.838715,28.391204,68.825684,0.000000,0.000000
