ts_unix_ms,t_since_submit_s,inside_request_window,pcie_tx_GiB_s,pcie_rx_GiB_s,pcie_total_GiB_s,pcie_tx_cum_GiB,pcie_rx_cum_GiB,pcie_total_cum_GiB,gpu_mem_used_GiB,util_gpu_pct,cpu_util_pct
1774778636108,1.907000,0,0.000278,0.000325,0.000604,5.967174,8.310487,14.277661,68.825684,0.000000,0.000000
1774778636153,1.952000,0,0.000278,0.000233,0.000511,5.967186,8.310497,14.277683,68.825684,0.000000,0.100000
1774778636195,1.994000,0,0.000278,0.000278,0.000557,5.967198,8.310509,14.277707,68.825684,0.000000,0.200000
1774778636237,2.036000,0,0.000651,0.000233,0.000884,5.967226,8.310519,14.277744,68.825684,0.000000,0.300000
1774778636280,2.079000,0,0.000278,0.000233,0.000511,5.967237,8.310529,14.277766,68.825684,0.000000,0.300000
1774778636322,2.121000,0,0.000651,0.000278,0.000930,5.967265,8.310540,14.277805,68.825684,0.000000,0.400000
1774778636364,2.163000,0,0.000233,0.000233,0.000465,5.967275,8.310550,14.277825,68.825684,0.000000,0.400000
1774778636407,2.206000,0,0.000278,0.000278,0.000557,5.967286,8.310562,14.277848,68.825684,0.000000,0.200000
1774778636449,2.248000,0,0.000233,0.000278,0.000511,5.967296,8.310574,14.277870,68.825684,0.000000,0.100000
1774778636491,2.290000,0,0.000278,0.000233,0.000511,5.967308,8.310583,14.277891,68.825684,0.000000,0.100000
1774778636533,2.332000,0,0.000651,0.011222,0.011873,5.967335,8.311056,14.278392,68.825684,0.000000,0.100000
1774778636575,2.374000,0,0.000278,0.000233,0.000511,5.967347,8.311066,14.278413,68.825684,0.000000,0.000000
1774778636617,2.416000,0,0.000419,7.704692,7.705111,5.967366,8.655223,14.622588,68.825684,0.000000,0.100000
1774778636662,2.461000,0,3.126589,27.622655,30.749244,6.104891,9.870223,15.975114,68.825684,0.000000,0.400000
1774778636706,2.505000,0,3.221444,32.066926,35.288370,6.264162,11.455643,17.719805,68.825684,0.000000,0.400000
1774778636755,2.554000,0,3.192666,18.046237,21.238903,6.413462,12.299543,18.713005,68.825684,0.000000,0.300000
1774778636802,2.601000,0,0.004097,0.015087,0.019184,6.413639,12.300197,18.713836,68.825684,23.000000,0.300000
1774778636845,2.644000,0,1.936964,0.025146,1.962110,6.495776,12.301263,18.797039,68.825684,23.000000,0.400000
1774778636888,2.687000,0,0.009033,0.031292,0.040325,6.496160,12.302595,18.798755,68.825684,23.000000,0.300000
1774778636930,2.729000,0,0.012666,0.034784,0.047450,6.496699,12.304073,18.800772,68.825684,23.000000,0.400000
1774778636973,2.772000,0,0.008894,0.027241,0.036135,6.497078,12.305233,18.802311,68.825684,23.000000,0.400000
1774778637015,2.814000,0,0.008986,0.026961,0.035948,6.497460,12.306381,18.803841,68.825684,98.000000,0.200000
1774778637058,2.857000,0,0.003073,0.000278,0.003351,6.497590,12.306393,18.803982,68.825684,98.000000,0.200000
1774778637100,2.899000,0,0.000278,0.000372,0.000650,6.497602,12.306408,18.804010,68.825684,98.000000,0.000000
1774778637143,2.942000,0,0.000278,0.000233,0.000511,6.497613,12.306418,18.804032,68.825684,98.000000,0.100000
1774778637185,2.984000,0,0.000325,0.000233,0.000558,6.497627,12.306428,18.804055,68.825684,98.000000,0.100000
1774778637227,3.026000,0,0.000651,0.000233,0.000884,6.497655,12.306438,18.804092,68.825684,80.000000,0.000000
1774778637269,3.068000,0,0.000278,0.000233,0.000511,6.497666,12.306448,18.804114,68.825684,80.000000,0.000000
1774778637311,3.110000,0,0.000278,0.000278,0.000557,6.497678,12.306459,18.804137,68.825684,80.000000,0.100000
1774778637354,3.153000,0,0.000278,0.000278,0.000557,6.497690,12.306471,18.804161,68.825684,80.000000,0.000000
1774778637396,3.195000,0,0.000278,0.000233,0.000511,6.497702,12.306481,18.804182,68.825684,80.000000,0.000000
1774778637438,3.237000,0,0.000698,0.000233,0.000931,6.497731,12.306491,18.804222,68.825684,0.000000,0.100000
